afile	alang	akorp	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	bypassives	longpassives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp,alang
S01E02_chunk_012	de	Subtitles Data	conllu_chunks	9.695652173913043	0.11883408071748879	0.011210762331838564	0.004484304932735426	0.21739130434782608	0.0	0.15217391304347827	0.0	0.0	0.10869565217391304	0.08695652173913043	0.06521739130434782	0.35650224215246634	0.9695121951219512	0.002242152466367713	0.17391304347826086	0.9838709677419355	0.0967741935483871	0.016129032258064516	0.016129032258064516	0.0	0.043478260869565216	0.15217391304347827	0.043478260869565216	0.0	0.021739130434782608	0.06521739130434782	0.021739130434782608	0.08695652173913043	0.0	0.0	0.2826086956521739	0.4782608695652174	0.6304347826086957	0.002242152466367713	0.32323232323232326	2.5662740641001514	1.1612408123277689	0.10144927536231883	0.24637681159420288	0.0	0.05072463768115942	0.0	0.08333333333333333	0.08333333333333334,
S01E02_chunk_013	de	Subtitles Data	conllu_chunks	9.128205128205128	0.08707865168539326	0.025280898876404494	0.008426966292134831	0.1282051282051282	0.02564102564102564	0.10256410256410256	0.0	0.0	0.05128205128205128	0.1282051282051282	0.15384615384615385	0.35674157303370785	0.9769230769230769	0.008426966292134831	0.15384615384615385	1.0789473684210527	0.0	0.0	0.07894736842105263	0.0	0.0	0.10256410256410256	0.05128205128205128	0.02564102564102564	0.07692307692307693	0.0	0.10256410256410256	0.02564102564102564	0.029411764705882353	0.0	0.23076923076923078	0.225	0.8	0.0056179775280898875	0.4225352112676056	2.471343358995181	0.8514810481915746	0.0375	0.09791666666666667	0.0	0.075	0.0	0.07708333333333332	0.0125,
S01E02_chunk_014	de	Subtitles Data	conllu_chunks	5.333333333333333	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.3333333333333333	0.25	1.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	0.0	0.0	2.1333333333333333	0.4666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333,
S02E06_chunk_001	de	Subtitles Data	conllu_chunks	10.063829787234043	0.12896405919661733	0.014799154334038054	0.0021141649048625794	0.2127659574468085	0.0	0.06382978723404255	0.0	0.0	0.2765957446808511	0.10638297872340426	0.0851063829787234	0.30021141649048627	1.0	0.012684989429175475	0.19148936170212766	1.3095238095238095	0.0	0.023809523809523808	0.0	0.0	0.0	0.1702127659574468	0.10638297872340426	0.0	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.043478260869565216	0.0	0.1276595744680851	0.3191489361702128	0.7021276595744681	0.004228329809725159	0.1951219512195122	2.5003024753024747	1.248485734124032	0.0425531914893617	0.23404255319148937	0.0	0.09574468085106383	0.0	0.13829787234042554	0.02127659574468085,
S02E06_chunk_002	de	Subtitles Data	conllu_chunks	9.666666666666666	0.11494252873563218	0.009195402298850575	0.006896551724137931	0.2222222222222222	0.044444444444444446	0.06666666666666667	0.0	0.0	0.24444444444444444	0.1111111111111111	0.17777777777777778	0.3724137931034483	1.0	0.029885057471264367	0.15555555555555556	1.1224489795918366	0.061224489795918366	0.0	0.02040816326530612	0.0	0.0	0.2222222222222222	0.08888888888888889	0.08888888888888889	0.13333333333333333	0.2	0.044444444444444446	0.1111111111111111	0.0	0.013888888888888888	0.2	0.17777777777777778	0.8222222222222222	0.006896551724137931	0.1951219512195122	2.3778298861632194	1.1688199454866122	0.0	0.2296296296296296	0.0	0.1074074074074074	0.0	0.007407407407407407	0.03333333333333333,
S02E06_chunk_003	de	Subtitles Data	conllu_chunks	8.717948717948717	0.1264705882352941	0.020588235294117647	0.0	0.07692307692307693	0.02564102564102564	0.05128205128205128	0.0	0.0	0.23076923076923078	0.1282051282051282	0.1794871794871795	0.3235294117647059	1.0	0.008823529411764706	0.15384615384615385	1.3055555555555556	0.0	0.0	0.027777777777777776	0.0	0.0	0.15384615384615385	0.07692307692307693	0.05128205128205128	0.07692307692307693	0.0	0.05128205128205128	0.02564102564102564	0.0	0.029411764705882353	0.1794871794871795	0.2564102564102564	0.7435897435897436	0.0	0.29577464788732394	2.358437431514355	1.0383214363983595	0.02564102564102564	0.21794871794871795	0.0	0.10256410256410256	0.0	0.02564102564102564	0.01282051282051282,
S02E06_chunk_004	de	Subtitles Data	conllu_chunks	8.954545454545455	0.11928934010152284	0.01015228426395939	0.0025380710659898475	0.09090909090909091	0.0	0.045454545454545456	0.0	0.0	0.13636363636363635	0.11363636363636363	0.13636363636363635	0.33248730964467005	0.9776119402985075	0.025380710659898477	0.2727272727272727	1.1666666666666667	0.0	0.0	0.0	0.0	0.022727272727272728	0.13636363636363635	0.0	0.022727272727272728	0.06818181818181818	0.06818181818181818	0.06818181818181818	0.045454545454545456	0.0	0.0	0.2727272727272727	0.22727272727272727	0.7727272727272727	0.0	0.2631578947368421	2.379542174996721	1.1881313131313131	0.0	0.23484848484848483	0.011363636363636364	0.041666666666666664	0.011363636363636364	0.07575757575757575	0.011363636363636364,
S02E06_chunk_005	de	Subtitles Data	conllu_chunks	9.577777777777778	0.11136890951276102	0.01160092807424594	0.002320185614849188	0.28888888888888886	0.0	0.08888888888888889	0.0	0.0	0.15555555555555556	0.022222222222222223	0.26666666666666666	0.2737819025522042	1.0	0.02088167053364269	0.4	1.2820512820512822	0.0	0.0	0.07692307692307693	0.0	0.022222222222222223	0.1111111111111111	0.022222222222222223	0.022222222222222223	0.06666666666666667	0.044444444444444446	0.022222222222222223	0.1111111111111111	0.030303030303030304	0.0	0.3111111111111111	0.2222222222222222	0.8222222222222222	0.002320185614849188	0.2727272727272727	2.250203508246987	1.0677435152072832	0.018518518518518517	0.3948148148148148	0.007407407407407407	0.06555555555555556	0.014814814814814814	0.04888888888888889	0.005555555555555556,
S02E06_chunk_006	de	Subtitles Data	conllu_chunks	9.65	0.11139896373056994	0.010362694300518135	0.0	0.25	0.0	0.025	0.0	0.0	0.3	0.075	0.175	0.3471502590673575	0.9925925925925926	0.010362694300518135	0.15	1.3571428571428572	0.07142857142857142	0.023809523809523808	0.14285714285714285	0.0	0.0	0.1	0.05	0.0	0.025	0.1	0.075	0.025	0.0	0.0	0.075	0.4146341463414634	0.7317073170731707	0.0	0.3088235294117647	2.4377796954507476	1.0128253398648135	0.006097560975609756	0.10162601626016259	0.0	0.06097560975609756	0.0	0.11585365853658537	0.03252032520325203,
S02E06_chunk_007	de	Subtitles Data	conllu_chunks	9.116279069767442	0.11989795918367346	0.01020408163265306	0.002551020408163265	0.18604651162790697	0.0	0.09302325581395349	0.0	0.0	0.23255813953488372	0.046511627906976744	0.06976744186046512	0.34183673469387754	0.9852941176470589	0.02295918367346939	0.23255813953488372	1.225	0.025	0.0	0.025	0.0	0.0	0.13953488372093023	0.06976744186046512	0.0	0.06976744186046512	0.09302325581395349	0.18604651162790697	0.11627906976744186	0.015873015873015872	0.0	0.23255813953488372	0.32558139534883723	0.7209302325581395	0.0	0.28169014084507044	2.200812301393697	0.8872331157214879	0.023255813953488372	0.16279069767441862	0.0	0.029069767441860465	0.0	0.10465116279069768	0.029069767441860465,
S02E06_chunk_008	de	Subtitles Data	conllu_chunks	10.545454545454545	0.13577586206896552	0.008620689655172414	0.00646551724137931	0.13636363636363635	0.0	0.06818181818181818	0.0	0.0	0.1590909090909091	0.18181818181818182	0.4772727272727273	0.36853448275862066	0.9884393063583815	0.02586206896551724	0.18181818181818182	1.1886792452830188	0.05660377358490566	0.018867924528301886	0.03773584905660377	0.0	0.022727272727272728	0.06818181818181818	0.09090909090909091	0.045454545454545456	0.06818181818181818	0.1590909090909091	0.06818181818181818	0.022727272727272728	0.013157894736842105	0.0	0.18181818181818182	0.5	0.5909090909090909	0.0021551724137931034	0.17391304347826086	2.343317919454283	0.8838965958284142	0.0	0.14583333333333331	0.007575757575757575	0.053030303030303025	0.007575757575757575	0.17234848484848483	0.09090909090909091,
S02E06_chunk_009	de	Subtitles Data	conllu_chunks	10.651162790697674	0.06986899563318777	0.008733624454148471	0.0	0.23255813953488372	0.0	0.023255813953488372	0.0	0.0	0.27906976744186046	0.16279069767441862	0.0	0.3231441048034934	0.9866666666666667	0.017467248908296942	0.046511627906976744	1.1702127659574468	0.0425531914893617	0.0	0.0851063829787234	0.0	0.046511627906976744	0.046511627906976744	0.13953488372093023	0.046511627906976744	0.0	0.13953488372093023	0.023255813953488372	0.046511627906976744	0.0	0.0	0.09302325581395349	0.3953488372093023	0.6976744186046512	0.002183406113537118	0.3522727272727273	2.4226314397277027	1.0056842298508364	0.023255813953488372	0.07751937984496124	0.007751937984496124	0.046511627906976744	0.007751937984496124	0.20930232558139536	0.023255813953488372,
S02E06_chunk_010	de	Subtitles Data	conllu_chunks	9.4	0.1182033096926714	0.016548463356973995	0.004728132387706856	0.15555555555555556	0.044444444444444446	0.044444444444444446	0.0	0.0	0.17777777777777778	0.2	0.13333333333333333	0.35697399527186763	1.0	0.02127659574468085	0.2222222222222222	1.1132075471698113	0.03773584905660377	0.0	0.0	0.0	0.0	0.08888888888888889	0.0	0.0	0.06666666666666667	0.08888888888888889	0.06666666666666667	0.022222222222222223	0.02	0.04	0.17777777777777778	0.4666666666666667	0.6222222222222222	0.002364066193853428	0.2727272727272727	2.500196358890889	1.037499231838757	0.044444444444444446	0.24629629629629626	0.011111111111111112	0.029629629629629627	0.0	0.09074074074074073	0.08888888888888889,
S02E06_chunk_011	de	Subtitles Data	conllu_chunks	10.333333333333334	0.1010752688172043	0.004301075268817204	0.0	0.24444444444444444	0.0	0.022222222222222223	0.0	0.0	0.13333333333333333	0.2222222222222222	0.15555555555555556	0.35698924731182796	1.0	0.023655913978494623	0.1111111111111111	1.0625	0.0625	0.0	0.0625	0.0	0.0	0.15555555555555556	0.06666666666666667	0.022222222222222223	0.06666666666666667	0.15555555555555556	0.0	0.044444444444444446	0.03389830508474576	0.01694915254237288	0.044444444444444446	0.4222222222222222	0.6888888888888889	0.0	0.3793103448275862	2.3376067585283264	1.0815529807882749	0.011111111111111112	0.0962962962962963	0.0	0.06296296296296296	0.0	0.07407407407407407	0.08888888888888889,
S02E06_chunk_012	de	Subtitles Data	conllu_chunks	10.833333333333334	0.12307692307692308	0.015384615384615385	0.0	0.125	0.0	0.041666666666666664	0.0	0.0	0.125	0.08333333333333333	0.125	0.3346153846153846	0.9886363636363636	0.015384615384615385	0.20833333333333334	1.0	0.05714285714285714	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.041666666666666664	0.0	0.041666666666666664	0.0	0.041666666666666664	0.0	0.0	0.08333333333333333	0.375	0.625	0.0038461538461538464	0.2833333333333333	2.4613223581973585	1.0318885975135974	0.0	0.3125	0.0	0.041666666666666664	0.0	0.14583333333333334	0.041666666666666664,
S02E08_chunk_001	de	Subtitles Data	conllu_chunks	10.130434782608695	0.1223175965665236	0.017167381974248927	0.002145922746781116	0.10869565217391304	0.0	0.15217391304347827	0.0	0.0	0.2608695652173913	0.17391304347826086	0.2391304347826087	0.31759656652360513	0.9866666666666667	0.012875536480686695	0.15217391304347827	1.1666666666666667	0.08333333333333333	0.0	0.10416666666666667	0.0	0.021739130434782608	0.08695652173913043	0.06521739130434782	0.021739130434782608	0.10869565217391304	0.043478260869565216	0.043478260869565216	0.021739130434782608	0.037037037037037035	0.0	0.13043478260869565	0.34782608695652173	0.6956521739130435	0.002145922746781116	0.2840909090909091	2.5313578618399033	1.0422776144775199	0.10507246376811595	0.16666666666666669	0.010869565217391304	0.07608695652173914	0.010869565217391304	0.13043478260869565	0.0,
S02E08_chunk_002	de	Subtitles Data	conllu_chunks	11.0	0.09302325581395349	0.016913319238900635	0.0021141649048625794	0.3023255813953488	0.0	0.06976744186046512	0.0	0.0	0.23255813953488372	0.20930232558139536	0.11627906976744186	0.3572938689217759	0.9941176470588236	0.023255813953488372	0.11627906976744186	1.1764705882352942	0.0196078431372549	0.0	0.058823529411764705	0.0	0.023255813953488372	0.11627906976744186	0.046511627906976744	0.046511627906976744	0.09302325581395349	0.11627906976744186	0.046511627906976744	0.046511627906976744	0.0	0.0	0.13953488372093023	0.4186046511627907	0.6744186046511628	0.004228329809725159	0.3111111111111111	2.4876036108594253	1.155877714017249	0.029069767441860465	0.12790697674418605	0.005813953488372093	0.046511627906976744	0.011627906976744186	0.11240310077519379	0.06201550387596899,
S02E08_chunk_003	de	Subtitles Data	conllu_chunks	9.26086956521739	0.107981220657277	0.023474178403755867	0.0	0.10869565217391304	0.0	0.043478260869565216	0.0	0.0	0.391304347826087	0.15217391304347827	0.13043478260869565	0.29577464788732394	1.0	0.004694835680751174	0.17391304347826086	1.3488372093023255	0.046511627906976744	0.0	0.023255813953488372	0.0	0.0	0.13043478260869565	0.06521739130434782	0.0	0.06521739130434782	0.06521739130434782	0.10869565217391304	0.043478260869565216	0.06521739130434782	0.043478260869565216	0.1956521739130435	0.41304347826086957	0.6304347826086957	0.0	0.2840909090909091	2.3380720728546818	0.9802903618121007	0.0	0.125	0.0	0.059782608695652176	0.0	0.18478260869565216	0.06521739130434782,
S02E08_chunk_004	de	Subtitles Data	conllu_chunks	9.55813953488372	0.1070559610705596	0.0170316301703163	0.0	0.18604651162790697	0.023255813953488372	0.11627906976744186	0.023255813953488372	0.0	0.32558139534883723	0.06976744186046512	0.11627906976744186	0.31630170316301703	0.9923664122137404	0.0340632603406326	0.18604651162790697	1.4146341463414633	0.024390243902439025	0.0	0.12195121951219512	0.0	0.023255813953488372	0.046511627906976744	0.09302325581395349	0.046511627906976744	0.046511627906976744	0.06976744186046512	0.023255813953488372	0.046511627906976744	0.0	0.0	0.3023255813953488	0.2558139534883721	0.7441860465116279	0.0	0.3048780487804878	2.333106815664955	0.9640440954394444	0.046511627906976744	0.10465116279069768	0.0	0.050387596899224806	0.0	0.09302325581395349	0.031007751937984496,
S02E08_chunk_005	de	Subtitles Data	conllu_chunks	9.3	0.13709677419354838	0.024193548387096774	0.005376344086021506	0.225	0.0	0.0	0.0	0.0	0.275	0.125	0.175	0.3279569892473118	1.0	0.024193548387096774	0.275	1.3333333333333333	0.027777777777777776	0.027777777777777776	0.0	0.0	0.05	0.15	0.05	0.05	0.025	0.1	0.075	0.0	0.0	0.0	0.275	0.25	0.75	0.0	0.18840579710144928	2.4344777077497666	1.1994386087768443	0.0375	0.2375	0.020833333333333332	0.020833333333333332	0.020833333333333332	0.05	0.0625,
S02E08_chunk_006	de	Subtitles Data	conllu_chunks	8.5	0.1264705882352941	0.011764705882352941	0.0029411764705882353	0.125	0.0	0.075	0.0	0.025	0.25	0.1	0.225	0.3264705882352941	0.9823008849557522	0.023529411764705882	0.15	1.3548387096774193	0.03225806451612903	0.0	0.06451612903225806	0.0	0.0	0.125	0.05	0.075	0.075	0.05	0.025	0.0	0.0	0.020833333333333332	0.175	0.2	0.8	0.0	0.125	2.2606944444444443	1.0765079365079366	0.0	0.3	0.0	0.05	0.0	0.1	0.05,
S02E08_chunk_007	de	Subtitles Data	conllu_chunks	8.714285714285714	0.1557377049180328	0.01639344262295082	0.0	0.23809523809523808	0.023809523809523808	0.07142857142857142	0.0	0.0	0.11904761904761904	0.07142857142857142	0.2619047619047619	0.30327868852459017	0.9910714285714286	0.01366120218579235	0.16666666666666666	1.1	0.075	0.0	0.025	0.0	0.0	0.14285714285714285	0.07142857142857142	0.047619047619047616	0.047619047619047616	0.047619047619047616	0.047619047619047616	0.09523809523809523	0.02702702702702703	0.0	0.19047619047619047	0.2857142857142857	0.7619047619047619	0.0	0.225	2.1653667100095673	1.1954573204573204	0.047619047619047616	0.373015873015873	0.0	0.007936507936507936	0.0	0.047619047619047616	0.047619047619047616,
S02E08_chunk_008	de	Subtitles Data	conllu_chunks	9.314285714285715	0.15337423312883436	0.012269938650306749	0.0	0.22857142857142856	0.02857142857142857	0.0	0.0	0.0	0.2	0.05714285714285714	0.22857142857142856	0.3159509202453988	0.9903846153846154	0.009202453987730062	0.17142857142857143	1.2777777777777777	0.0	0.0	0.0	0.0	0.0	0.11428571428571428	0.05714285714285714	0.05714285714285714	0.05714285714285714	0.08571428571428572	0.0	0.11428571428571428	0.04081632653061224	0.0	0.2571428571428571	0.2	0.8857142857142857	0.0	0.16129032258064516	2.3094546909672964	0.9013288951944415	0.0	0.18333333333333332	0.0	0.07142857142857142	0.0	0.05	0.03809523809523809,
S02E08_chunk_009	de	Subtitles Data	conllu_chunks	7.978260869565218	0.12534059945504086	0.0	0.0027247956403269754	0.06521739130434782	0.0	0.021739130434782608	0.0	0.0	0.17391304347826086	0.043478260869565216	0.13043478260869565	0.329700272479564	0.9918032786885246	0.02452316076294278	0.13043478260869565	1.0952380952380953	0.09523809523809523	0.023809523809523808	0.0	0.0	0.0	0.043478260869565216	0.08695652173913043	0.043478260869565216	0.0	0.021739130434782608	0.08695652173913043	0.021739130434782608	0.0	0.0	0.17391304347826086	0.21739130434782608	0.782608695652174	0.0027247956403269754	0.19672131147540983	2.1805256941126507	0.9404980888676542	0.0	0.21739130434782608	0.0	0.05434782608695652	0.0	0.06521739130434782	0.07608695652173914,
S02E08_chunk_010	de	Subtitles Data	conllu_chunks	7.828571428571428	0.13503649635036497	0.0	0.0	0.11428571428571428	0.0	0.08571428571428572	0.0	0.0	0.17142857142857143	0.05714285714285714	0.02857142857142857	0.3029197080291971	0.9651162790697675	0.029197080291970802	0.17142857142857143	1.1818181818181819	0.0	0.0	0.030303030303030304	0.0	0.02857142857142857	0.02857142857142857	0.08571428571428572	0.02857142857142857	0.02857142857142857	0.02857142857142857	0.05714285714285714	0.02857142857142857	0.02702702702702703	0.0	0.11428571428571428	0.2	0.8285714285714286	0.0036496350364963502	0.14893617021276595	1.8395464852607708	0.7076190476190474	0.0	0.1333333333333333	0.009523809523809523	0.03809523809523809	0.009523809523809523	0.09523809523809523	0.05714285714285714,
S02E08_chunk_011	de	Subtitles Data	conllu_chunks	8.390243902439025	0.1511627906976744	0.011627906976744186	0.0029069767441860465	0.04878048780487805	0.0	0.0	0.0	0.0	0.24390243902439024	0.024390243902439025	0.0975609756097561	0.32848837209302323	1.0	0.011627906976744186	0.24390243902439024	1.1041666666666667	0.041666666666666664	0.020833333333333332	0.020833333333333332	0.0	0.0	0.12195121951219512	0.04878048780487805	0.04878048780487805	0.04878048780487805	0.024390243902439025	0.04878048780487805	0.0	0.0	0.0	0.24390243902439024	0.3170731707317073	0.7560975609756098	0.0	0.25925925925925924	2.2938611773335777	1.1146728610143244	0.024390243902439025	0.2926829268292683	0.0	0.14634146341463414	0.0	0.06910569105691057	0.07723577235772357,
S02E08_chunk_012	de	Subtitles Data	conllu_chunks	7.444444444444445	0.14925373134328357	0.0	0.0	0.3333333333333333	0.0	0.1111111111111111	0.0	0.0	0.0	0.1111111111111111	0.7777777777777778	0.3283582089552239	1.0	0.04477611940298507	0.2222222222222222	1.4285714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.0	0.1111111111111111	0.1111111111111111	0.0	0.0	0.2222222222222222	0.2222222222222222	0.7777777777777778	0.0	0.07692307692307693	2.332996632996633	0.8846801346801347	0.1111111111111111	0.2222222222222222	0.0	0.1111111111111111	0.0	0.0	0.1111111111111111,
